order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount,warehouse_id,delivery_days,returned_flag
2484,2186,1807,8,413.26,6.95,749.08,17,14,0
2485,4624,3435,2,8.24,18.13,944.71,10,11,0
2486,3331,3384,7,464.92,12.41,45.44,18,11,0
2487,3735,119,2,301.06,27.21,1980.45,14,9,0
2488,514,2972,8,248.04,20.6,2279.0,8,10,0
2489,319,803,5,371.37,26.63,292.13,8,11,1
2490,4645,2040,2,471.39,19.81,419.72,18,2,0
2491,189,928,1,411.82,16.86,2470.66,13,8,1
2492,1340,4148,9,286.05,12.5,2206.84,16,14,0
2493,350,1839,2,67.4,18.37,380.06,20,12,0
2494,3481,447,1,193.43,23.61,1273.94,18,6,0
2495,4143,160,7,437.17,12.94,942.15,4,8,0
2496,1873,2798,6,426.35,19.16,500.0,4,8,0
2497,3624,1826,8,212.76,13.3,1320.7,3,11,0
2498,979,4532,3,239.19,2.89,2557.36,13,1,0
2499,3308,4434,3,343.72,16.85,2450.65,19,5,0
2500,3221,267,6,222.46,1.95,1762.48,7,8,0
2501,263,4427,6,49.3,17.91,1683.44,17,1,0
2502,4802,2044,3,366.12,25.18,1967.39,9,5,0
2503,2819,2898,6,326.74,4.67,2926.21,16,13,0
2504,3497,2984,1,103.34,17.89,2471.68,8,6,0
2505,4348,3841,1,402.38,1.77,647.75,17,4,1
2506,1275,1065,5,409.19,8.13,1405.8,16,7,0
2507,53,470,4,127.29,3.78,2241.98,5,11,0
2508,3242,4551,2,74.99,0.75,2545.96,3,13,0
2509,2057,4470,3,102.15,25.36,262.78,3,5,0
2510,3570,4049,1,249.14,12.3,2084.68,14,13,0
2511,831,1329,6,163.07,4.54,467.1,20,2,0
2512,4304,4748,5,338.33,19.06,326.88,11,3,0
2513,4852,1158,6,263.02,27.04,2532.14,9,5,0
2514,2638,2620,6,337.23,15.05,2361.98,20,11,0
2515,3541,1336,2,114.3,24.88,2242.31,11,14,0
2516,855,2581,8,297.63,25.28,82.35,20,2,0
2517,1100,2891,6,442.18,22.51,778.01,14,9,0
2518,1540,194,2,293.92,8.25,1299.02,2,9,0
2519,4956,3967,1,345.97,14.03,2641.34,19,5,0
2520,3124,4756,9,475.37,4.36,1574.28,10,2,0
2521,821,2143,4,443.8,27.61,1500.93,13,1,0
2522,3879,2097,8,116.35,19.75,23.8,19,4,0
2523,1396,3281,2,409.06,0.17,2490.97,20,4,0
2524,3615,2274,9,490.11,23.99,1759.44,8,14,0
2525,3849,3851,8,395.43,0.44,1120.36,16,4,0
2526,4630,1414,2,68.7,18.37,489.93,17,14,0
2527,4516,1623,9,312.01,13.2,1263.79,8,6,0
2528,3678,496,8,328.13,6.25,723.78,10,14,0
2529,3764,4209,2,77.97,22.63,1356.08,17,5,0
2530,4617,1783,6,279.76,29.96,926.43,8,7,0
2531,841,121,5,461.97,21.09,141.48,19,5,0
2532,1014,3885,2,151.23,24.23,2977.41,17,9,0
2533,3392,3240,8,404.68,27.38,1349.0,6,6,1
2534,2268,4314,1,323.52,13.24,2442.53,18,5,0
2535,1168,777,8,338.9,19.15,357.22,5,14,0
2536,1381,2824,6,153.26,15.96,1830.18,15,1,0
2537,3313,3505,9,379.73,9.49,1579.54,7,6,0
2538,505,180,6,320.16,1.93,2861.28,19,5,0
2539,966,4590,1,264.43,25.73,2412.79,4,14,0
2540,4447,756,5,247.82,3.06,1245.7,16,10,1
2541,248,1420,7,156.92,16.88,2384.97,5,3,0
2542,2055,609,4,105.06,0.95,1230.02,6,12,0
2543,160,1517,4,384.71,16.07,2284.85,8,4,1
2544,3038,1735,3,103.75,1.71,881.48,14,10,1
2545,4010,1399,8,87.85,21.24,1125.1,17,5,0
2546,737,4944,5,426.34,17.8,1820.94,1,9,0
2547,346,666,6,44.58,21.55,1627.24,12,11,0
2548,2003,4185,3,80.91,16.98,1192.48,2,9,0
2549,3329,4472,1,50.08,22.36,2813.51,10,6,0
2550,756,4445,8,479.3,10.99,1517.08,13,11,0
2551,4884,234,8,56.89,9.83,2166.54,6,6,0
2552,2470,2908,7,7.96,14.82,1256.7,14,9,0
2553,3819,3216,7,308.15,15.14,2172.61,17,11,0
2554,470,680,4,358.18,10.17,2379.21,4,14,0
2555,2866,4896,6,92.95,14.87,1645.82,18,8,0
2556,631,408,6,177.66,6.36,107.77,5,7,0
2557,4871,3043,8,158.35,19.54,1517.56,20,6,0
2558,3833,2723,1,363.31,29.15,2697.69,9,2,0
2559,4365,96,6,200.08,18.14,260.74,8,8,0
2560,2414,3637,2,266.65,14.25,1756.78,1,10,0
2561,186,1916,5,389.33,27.15,112.27,13,10,0
2562,836,4005,9,249.16,19.76,1466.85,11,5,0
2563,4055,1621,1,364.17,8.91,2078.78,4,6,1
2564,3351,4046,6,285.47,18.62,1147.73,17,3,1
2565,1092,407,9,357.79,22.37,350.68,4,1,1
2566,1922,2103,5,49.9,23.13,2842.73,8,13,0
2567,3054,1031,5,489.22,0.24,2799.94,2,6,0
2568,3500,1285,3,48.05,22.95,2387.73,20,11,0
2569,4182,1998,2,319.87,23.98,630.96,17,13,0
2570,499,2667,7,16.45,5.25,2320.91,16,4,0
2571,3899,4807,3,260.97,25.53,1011.39,6,5,1
2572,3116,968,3,52.53,21.37,1831.13,7,4,0
2573,4161,1916,2,49.55,18.59,1347.32,20,5,0
2574,970,3941,4,146.04,23.08,758.74,15,1,0
2575,3960,1532,8,124.61,7.59,1962.65,13,14,0
2576,3490,4977,4,72.73,4.63,2160.02,6,4,0
2577,415,1276,4,291.7,2.07,1589.69,17,4,0
2578,4750,2446,6,443.27,12.97,494.48,1,12,0
2579,2356,1549,9,459.13,15.19,1488.65,12,10,0
2580,3952,2022,3,148.75,3.11,2309.33,1,6,0
2581,2707,3696,7,432.96,11.97,2541.04,3,3,0
2582,4462,1898,4,483.92,7.83,90.59,13,3,1
2583,4344,3328,7,159.52,26.54,567.96,11,5,0
2584,2788,886,4,468.91,17.18,2790.91,12,3,0
2585,1502,4501,6,215.88,5.24,2347.3,18,14,0
2586,3387,3467,3,234.7,14.55,2158.33,8,13,0
2587,2134,420,4,242.8,1.24,422.46,16,7,0
2588,2613,567,5,366.91,13.47,23.04,1,12,0
2589,4418,3106,7,134.01,27.05,1770.48,9,3,0
2590,4391,2526,1,123.97,15.59,2599.46,4,13,0
2591,537,2761,8,316.61,6.48,223.04,4,4,0
2592,813,2887,6,281.01,27.51,217.44,15,14,0
2593,3936,4014,8,40.17,28.21,2995.67,14,2,0
2594,3692,4028,8,451.75,8.26,716.79,12,1,0
2595,4295,1938,9,148.88,5.21,1999.2,7,3,0
2596,4694,4657,4,376.73,2.72,1677.88,9,4,1
2597,4829,1117,3,291.32,23.15,1249.44,5,9,0
2598,3451,1934,1,288.25,21.45,2410.75,19,9,0
2599,4075,3856,9,430.07,23.02,721.21,6,5,0
2600,2959,2165,2,440.82,4.86,846.78,4,8,0
2601,4756,3295,9,282.28,29.22,806.5,6,10,0
2602,2906,1019,8,217.07,5.75,1646.01,11,5,0
2603,1163,3379,9,311.93,1.14,1971.59,3,2,0
2604,3569,1529,2,64.23,11.8,287.03,14,1,0
2605,3572,4683,7,212.91,16.64,448.59,5,9,0
2606,2352,4448,7,332.67,12.48,363.47,18,7,0
2607,3841,2906,3,382.7,14.56,1957.64,4,14,0
2608,3927,2977,4,362.04,16.83,1880.02,6,11,0
2609,317,4156,9,91.44,6.33,2492.13,18,7,0
2610,583,660,1,307.71,25.27,866.67,2,9,0
2611,2082,1442,3,49.71,7.99,2200.46,8,7,1
2612,3780,3772,7,300.02,29.95,862.66,7,6,0
2613,1418,4410,2,374.24,29.25,2257.51,2,14,0
2614,490,1018,3,317.54,9.35,1827.86,1,5,0
2615,2793,4210,4,314.33,15.88,1247.72,11,13,0
2616,2779,444,1,328.3,27.82,1908.9,2,1,0
2617,4551,1803,9,211.94,16.71,2537.5,2,9,0
2618,405,2242,9,195.57,23.48,673.55,12,2,1
2619,1915,1028,3,225.25,13.99,1848.86,12,9,0
2620,4808,2090,5,109.6,14.11,2980.06,11,9,0
2621,4594,473,2,229.65,11.14,2394.26,1,14,0
2622,996,2612,8,452.77,14.56,905.02,16,8,0
2623,4037,4652,5,148.91,1.71,2355.81,8,5,0
2624,592,882,2,218.38,29.05,1489.65,16,7,0
2625,4498,1612,6,324.77,25.49,2344.63,14,6,0
2626,4375,865,6,384.76,25.5,302.22,4,8,1
2627,4012,3488,5,9.49,20.37,2567.44,19,7,0
2628,4020,1094,6,333.72,5.79,2983.35,15,8,1
2629,869,2155,8,75.98,6.41,1330.9,16,5,0
2630,749,3688,5,373.24,2.64,1542.45,17,13,0
2631,1165,3604,1,72.29,23.45,569.4,4,7,0
2632,2878,1772,2,376.3,26.9,2053.85,2,14,0
2633,4166,4421,9,473.14,18.48,241.83,13,11,0
2634,3518,360,8,115.65,25.5,1704.22,10,10,0
2635,4169,2449,4,9.32,27.18,1261.17,8,8,1
2636,460,2664,1,59.9,4.4,607.92,5,10,0
2637,938,1439,8,460.06,11.59,2476.66,5,9,0
2638,4697,799,1,237.84,4.16,2255.84,14,1,1
2639,4315,2835,9,271.14,11.9,906.1,4,14,0
2640,3905,4440,9,80.78,14.07,1164.94,6,12,0
2641,780,2285,5,493.61,21.3,765.24,8,13,0
2642,257,1512,3,95.33,20.1,637.3,16,10,0
2643,1229,4421,1,303.12,29.67,671.92,10,12,0
2644,4082,500,2,286.86,6.78,410.07,3,3,0
2645,646,1839,5,37.38,4.65,1023.45,10,3,1
2646,2205,2559,2,498.24,21.83,2084.3,14,7,0
2647,4527,3572,6,277.28,21.09,796.69,16,7,0
2648,3052,3113,3,82.01,4.06,2111.71,12,14,0
2649,613,4481,7,378.63,24.53,2298.35,15,8,0
2650,4356,2650,9,199.25,10.29,1021.22,14,5,1
2651,1685,4631,1,336.7,14.13,182.48,6,7,0
2652,1562,3798,3,115.6,20.61,2156.25,4,10,0
2653,1996,1759,4,461.52,18.22,425.26,3,14,0
2654,2566,2365,6,25.27,20.03,829.12,13,12,0
2655,596,3486,3,15.02,3.44,1778.85,17,9,0
2656,286,4270,4,433.09,8.64,2759.39,20,14,0
2657,107,4111,5,274.38,24.37,2268.02,16,5,0
2658,4841,3614,4,174.04,27.9,814.98,3,5,1
2659,3080,3516,3,74.87,12.41,2440.21,5,13,0
2660,1387,113,7,34.61,28.87,1235.3,18,1,0
2661,1696,4735,8,151.27,27.94,441.03,20,6,0
2662,1328,1049,2,406.47,25.53,935.17,12,13,1
2663,3593,4917,6,100.28,22.51,2467.21,17,12,0
2664,3116,1538,9,489.84,15.92,1119.12,2,9,0
2665,3012,1089,1,396.84,6.38,1146.06,8,6,0
2666,1283,3924,8,10.84,7.63,2929.47,12,14,0
2667,4908,1965,6,277.09,4.84,1553.61,3,11,0
2668,4914,172,4,200.95,25.45,1495.44,3,3,0
2669,304,4250,6,224.79,0.19,2192.4,15,5,0
2670,3847,2440,9,224.56,8.01,2885.47,14,1,0
2671,3082,4179,5,426.32,18.16,2968.04,13,14,1
2672,4352,1183,5,344.39,29.58,2342.92,15,6,0
2673,33,3690,3,148.89,8.94,2615.75,7,4,0
2674,4416,4866,9,260.23,6.32,2722.87,3,10,0
2675,4608,1986,3,246.06,2.26,2237.53,2,6,0
2676,2641,3634,5,147.12,8.52,1697.67,5,4,0
2677,2667,2442,1,312.14,24.8,757.78,4,1,0
2678,412,1264,7,317.67,3.93,2188.9,4,1,0
2679,2114,46,8,58.13,4.45,1510.46,2,12,0
2680,3944,1237,8,49.14,4.28,2752.36,11,1,0
2681,4192,4331,1,19.68,3.49,14.1,17,5,0
2682,1439,2317,1,298.19,13.59,2761.47,12,5,0
2683,4448,1459,7,497.97,24.83,2850.37,19,13,0
2684,779,4432,1,454.79,13.79,666.21,13,11,0
2685,4631,2131,5,233.18,16.32,2638.31,19,7,0
2686,687,984,4,162.85,17.16,1774.56,20,8,0
2687,60,4158,3,367.96,11.56,887.21,5,8,0
2688,4967,4767,1,170.97,10.17,2029.72,8,1,0
2689,4561,2440,8,22.19,18.98,2394.56,2,7,0
2690,1588,3993,3,261.09,10.51,1270.32,11,13,0
2691,817,1846,4,163.75,3.51,1867.39,20,1,1
2692,2516,2263,4,26.9,25.88,612.51,16,14,0
2693,1387,1419,1,381.06,17.6,107.48,2,10,0
2694,166,4828,1,288.7,24.86,2807.15,17,13,0
2695,2094,4028,4,177.75,14.32,471.18,17,10,0
2696,453,2029,6,211.31,19.3,1546.17,11,10,0
2697,1871,2173,6,43.73,27.58,264.74,10,10,1
2698,1598,3824,4,66.17,22.46,2568.82,20,11,0
2699,672,2479,6,212.44,10.52,2316.73,15,6,0
2700,4194,4580,2,79.89,9.85,588.29,13,3,0
2701,4122,176,4,99.04,8.17,2443.19,20,12,0
2702,3443,75,4,187.52,14.28,1030.46,8,14,0
2703,2447,2801,5,264.38,27.6,2519.15,11,11,0
2704,841,2568,1,280.98,0.53,759.56,20,8,0
2705,4962,2100,3,247.32,22.82,1420.04,14,11,0
2706,4803,2881,3,41.11,10.57,791.96,11,3,0
2707,2206,4443,4,44.52,24.3,2013.05,11,10,0
2708,4824,944,3,106.81,13.02,172.69,9,10,0
2709,180,4081,6,438.63,21.66,1741.35,4,7,0
2710,2064,3159,2,60.22,25.14,2214.93,6,10,0
2711,2694,4928,5,362.46,14.11,594.23,13,10,1
2712,312,2334,6,410.6,21.97,718.5,13,8,0
2713,2746,3208,9,56.96,2.05,2179.75,15,14,0
2714,4278,2941,1,300.37,8.94,1252.92,11,1,0
2715,4846,1512,3,385.7,9.67,1872.46,7,4,0
2716,4427,1346,7,402.58,14.27,1285.74,11,2,0
2717,807,3789,8,19.35,19.41,1262.2,13,4,0
2718,4006,1745,5,269.92,14.1,908.63,16,3,0
2719,2346,908,9,97.25,25.29,1759.31,10,14,0
2720,2980,4067,8,445.21,7.75,1802.0,20,7,0
2721,4973,2672,1,235.1,4.05,2259.03,4,12,0
2722,2838,3722,1,210.79,11.13,1509.97,18,7,0
2723,2860,1410,8,107.37,7.27,1690.13,18,14,0
2724,478,4751,9,102.13,17.8,2544.21,14,7,0
2725,2181,4287,9,495.67,17.11,130.7,12,6,0
2726,1358,4372,6,38.48,22.1,1563.27,8,3,0
2727,3787,4360,7,25.82,23.58,387.49,11,7,0
2728,4028,3439,5,136.63,4.26,2059.65,9,10,0
2729,1347,2106,4,186.43,10.33,2684.08,19,11,0
2730,3469,4744,8,197.17,2.36,1279.72,16,7,0
2731,1670,4894,3,99.92,20.39,1911.07,17,10,0
2732,3450,4948,7,469.86,24.04,1114.63,10,2,0
2733,476,2102,6,451.55,28.84,2270.12,2,7,0
2734,2839,694,8,251.14,28.71,1772.1,19,4,0
2735,1894,3807,6,378.04,18.95,1825.2,13,13,0
2736,1606,4476,2,116.26,22.18,528.45,18,2,0
2737,4246,2717,5,428.13,6.26,30.44,4,13,0
2738,3117,734,4,208.91,17.49,1881.08,5,10,0
2739,2106,4100,3,71.1,9.92,345.64,18,14,0
2740,4401,4396,6,397.58,3.27,409.12,16,2,0
2741,4642,761,5,242.97,14.72,499.38,3,7,0
2742,2534,1558,3,305.49,12.63,1205.84,6,12,0
2743,3302,4599,6,458.73,2.08,741.72,1,9,0
2744,513,1662,4,288.3,28.63,2861.07,16,2,0
2745,3424,4192,7,136.76,28.69,2033.78,12,9,0
2746,2070,1029,1,174.74,16.76,590.68,2,14,0
2747,195,891,3,428.94,28.33,2413.61,2,3,0
2748,4292,2667,5,407.4,7.75,848.08,5,13,0
2749,4735,2467,2,371.11,23.75,2401.44,20,6,0
2750,3454,3658,9,68.83,28.47,1412.42,1,3,0
2751,4829,4144,1,101.2,11.86,1445.12,5,10,0
2752,4537,590,4,352.98,9.07,1153.49,4,4,0
2753,1474,488,4,142.64,20.84,748.14,2,3,0
2754,3438,1680,2,357.12,14.21,2064.21,15,9,0
2755,3324,1556,1,348.26,11.36,1515.1,5,14,1
2756,759,4512,1,296.37,23.33,36.53,14,11,0
2757,562,2434,5,494.22,7.18,971.51,9,7,0
2758,536,1494,1,437.84,20.65,2301.09,9,10,0
2759,4162,2309,4,64.72,11.63,893.4,11,1,0
2760,1420,3266,4,367.99,7.84,2058.76,19,6,0
2761,3461,2289,4,425.06,27.93,616.81,10,4,0
2762,2639,3239,5,436.6,7.44,2272.52,20,8,0
2763,4618,2092,2,259.57,11.61,1288.88,10,6,0
2764,2582,169,3,429.52,18.63,33.83,17,13,0
2765,4849,864,7,427.91,1.83,1952.42,18,6,0
2766,2413,4985,9,279.2,3.06,1733.06,15,9,0
2767,4182,1598,5,272.89,18.87,1714.36,15,6,0
2768,578,794,5,309.56,17.74,2856.16,6,11,0
2769,2390,3123,9,82.84,18.08,1127.94,15,4,0
2770,2233,463,8,370.76,17.8,2702.56,13,9,0
2771,3160,2444,8,445.75,25.04,16.81,1,4,0
2772,794,4854,5,282.19,9.91,2888.47,5,3,0
2773,4630,4826,4,369.74,5.27,1659.93,15,3,0
2774,1989,3403,3,263.54,26.92,1533.76,4,12,0
2775,4298,4465,4,283.15,16.78,2675.14,6,11,0
2776,3063,2524,3,290.65,23.67,1912.14,12,1,1
2777,1598,3350,6,131.54,5.76,1569.42,14,8,0
2778,3859,853,3,383.83,13.91,1159.13,20,4,1
2779,1705,4917,3,211.34,3.55,1980.96,16,5,0
2780,22,4633,1,34.67,2.97,168.87,8,2,0
2781,2837,3325,9,244.93,13.63,750.99,11,6,0
2782,1113,4199,5,66.53,17.85,311.52,2,10,0
2783,22,2958,1,400.62,27.83,1521.67,18,12,0
2784,1929,1776,4,89.88,1.46,298.31,1,14,0
2785,3757,547,3,451.98,11.18,2435.94,14,11,0
2786,1537,1190,7,444.71,22.19,881.04,1,1,0
2787,2575,2494,6,444.74,9.12,1871.12,1,13,0
2788,3150,3685,8,161.88,22.59,1008.02,8,9,0
2789,4587,3588,8,161.89,28.51,2101.27,14,11,0
2790,1654,413,8,184.29,17.66,1067.53,13,13,0
2791,3600,2762,5,440.98,7.52,1144.16,10,7,0
2792,4886,3873,3,193.8,17.85,1445.41,5,10,0
2793,3769,1781,4,285.22,9.1,977.49,18,1,0
2794,226,3844,7,485.7,5.08,519.85,7,6,0
2795,4702,3530,8,350.61,23.78,1316.47,17,1,0
2796,2851,340,9,399.32,19.89,1994.06,11,10,0
2797,1166,4551,5,232.25,25.5,985.19,4,8,0
2798,4951,1801,4,379.93,26.16,2430.8,1,8,0
2799,4465,2332,7,400.34,10.7,2464.04,16,9,0
2800,1671,3134,4,343.15,3.38,633.82,15,6,0
2801,1134,3074,3,499.66,14.14,817.08,18,10,0
2802,218,4732,4,44.05,10.64,16.93,15,7,0
2803,4874,3972,8,416.94,19.0,1064.62,20,12,0
2804,3580,2374,8,112.37,25.29,2739.27,18,8,0
2805,2096,4014,6,315.47,18.35,2349.18,8,10,0
2806,1374,3212,8,409.49,0.32,2881.78,9,10,0
2807,3118,915,4,326.54,18.1,650.56,14,14,0
2808,3694,2939,3,140.44,3.87,1721.18,12,12,0
2809,3159,3293,7,156.85,9.5,1100.51,6,14,0
2810,4335,3808,6,302.06,7.21,1851.48,2,6,0
2811,2330,156,6,453.18,15.09,2234.82,3,12,0
2812,3830,4465,2,330.21,23.62,293.88,18,3,0
2813,1027,12,2,215.06,1.14,272.57,19,6,0
2814,3689,4933,5,433.09,1.73,335.32,19,11,1
2815,4682,1973,3,152.84,28.77,849.61,9,5,0
2816,3461,4127,3,265.72,13.18,2236.78,13,2,0
2817,2885,2439,9,158.19,22.21,1919.38,8,8,0
2818,1306,4253,9,393.58,26.28,907.92,5,13,0
2819,3108,3275,1,104.3,11.45,2569.59,15,7,0
2820,3588,1301,6,329.64,16.45,2188.58,7,12,0
2821,4087,1080,2,331.57,25.97,2918.78,4,10,0
2822,1882,2775,5,465.91,17.99,2060.05,5,7,0
2823,1778,3708,2,223.39,5.65,2154.42,12,10,1
2824,3357,1955,6,250.68,17.96,2471.89,14,2,0
2825,2983,3461,9,301.37,28.99,2777.13,12,7,0
2826,3316,4348,7,67.82,29.59,839.28,11,8,0
2827,534,2642,1,230.26,27.26,1941.34,10,12,0
2828,702,2901,6,79.3,21.66,1242.8,14,1,0
2829,2862,4943,2,394.96,26.46,696.1,10,8,0
2830,2407,3788,2,166.84,12.31,584.45,3,8,0
2831,4307,3710,3,221.25,10.25,303.13,17,7,0
2832,2303,2247,8,145.15,29.85,2546.79,19,14,0
2833,2665,4733,7,132.3,26.46,44.17,19,13,0
2834,511,2695,4,493.83,3.44,2984.18,5,11,0
2835,3462,1426,3,417.3,24.3,2894.4,5,11,0
2836,483,2279,1,227.32,0.36,1597.0,3,14,0
2837,2187,229,4,415.07,12.79,2230.92,8,1,0
2838,3649,3068,8,339.94,2.53,1380.35,18,10,0
2839,427,1742,1,207.6,11.05,666.45,13,3,0
2840,4860,2128,2,18.86,24.31,2219.8,16,12,1
2841,3882,4601,2,457.19,4.5,1350.7,18,2,0
2842,1885,3938,9,117.29,10.55,2599.75,16,14,0
2843,312,468,1,363.74,7.66,2582.8,8,4,0
2844,4453,4234,6,408.63,3.9,2875.32,18,5,0
2845,1178,1826,4,295.45,29.07,2098.36,1,6,1
2846,3357,4200,9,330.1,13.03,1482.25,13,10,0
2847,1699,2483,6,39.04,0.65,1687.13,14,7,0
2848,1061,2888,9,282.41,20.33,1082.87,13,4,0
2849,4874,1331,2,151.8,15.75,1981.66,6,9,0
2850,4805,2861,2,286.1,24.59,285.76,10,9,1
2851,2014,3697,6,304.07,10.91,2975.02,13,11,0
2852,114,2730,2,41.29,27.31,198.86,13,5,0
2853,4,1655,4,221.39,0.84,1811.86,4,10,0
2854,711,2609,4,424.27,15.73,879.03,8,13,0
2855,4854,2455,5,64.9,14.66,2468.3,10,7,0
2856,639,2559,7,375.85,0.35,1893.43,6,13,0
2857,2493,2351,1,278.2,1.9,1826.07,14,7,0
2858,468,3242,5,309.04,8.63,2248.18,5,8,0
2859,1884,3993,7,15.79,17.24,363.07,15,13,0
2860,2695,3653,3,432.58,6.2,942.06,7,2,0
2861,4043,2635,3,451.82,5.52,1522.6,2,8,1
2862,3773,4395,8,313.66,4.07,966.71,8,5,0
2863,1736,1902,4,494.11,27.84,339.37,20,11,0
2864,2611,4742,2,154.48,16.94,935.6,7,1,0
2865,2550,4238,6,108.36,7.39,1380.62,17,7,0
2866,2079,1755,5,77.69,29.14,451.9,1,10,0
2867,4267,3452,7,94.45,12.25,1988.87,6,11,0
2868,1112,978,2,21.97,3.36,227.18,8,11,1
2869,4550,2258,5,353.2,15.33,2675.9,4,12,0
2870,779,3200,5,387.72,13.05,1095.01,19,3,0
2871,2737,3318,3,10.81,18.53,1083.16,5,8,0
2872,2576,4357,8,120.68,20.97,637.4,20,13,0
2873,2477,2097,7,112.97,10.38,1450.95,13,1,0
2874,3783,1128,9,318.82,5.14,2498.2,12,13,0
2875,1252,4669,6,394.99,12.41,1764.37,13,13,0
2876,1358,3249,5,360.68,15.15,2432.38,19,11,0
2877,3592,305,5,382.2,13.99,2906.67,2,10,0
2878,780,98,6,357.77,1.02,1879.57,13,2,0
2879,2904,3141,1,381.42,23.83,514.28,8,14,0
2880,61,4241,7,283.13,10.3,915.24,16,1,0
2881,1958,61,2,275.26,8.79,1987.57,14,12,0
2882,4749,2978,3,412.04,6.4,2348.22,1,5,0
2883,20,2685,5,308.04,17.49,1967.14,4,8,0
2884,1890,701,8,77.22,17.67,1741.07,6,10,0
2885,4478,4530,9,433.62,12.93,2781.6,5,11,0
2886,1727,2593,9,243.48,20.18,1494.67,16,13,0
2887,4968,4522,1,129.79,1.15,2003.3,5,13,0
2888,4074,1240,2,190.9,24.07,943.9,9,6,0
2889,4959,499,5,287.06,7.69,1172.65,12,12,0
2890,1656,92,3,199.92,14.06,710.96,9,13,0
2891,4679,2242,6,298.2,22.35,2402.75,11,4,0
2892,4797,3969,3,282.69,5.22,605.44,6,8,0
2893,1013,1197,3,278.2,27.08,704.76,20,10,0
2894,1211,2841,5,284.99,4.07,330.47,9,6,0
2895,3248,259,7,162.99,24.38,2206.43,8,10,0
2896,2577,4687,7,431.66,11.96,237.02,16,6,1
2897,820,4665,8,268.48,4.92,188.29,7,5,0
2898,1075,2628,2,27.65,26.09,1879.54,18,8,0
2899,4696,1154,5,150.79,21.97,1132.77,15,13,0
2900,2745,3078,2,359.95,6.89,2781.96,2,4,0
2901,2959,4217,6,334.46,19.96,2632.62,1,3,0
2902,4181,2338,5,101.36,4.68,1495.32,18,14,0
2903,2661,2901,1,499.12,29.27,255.36,11,5,0
2904,3406,375,8,314.83,16.46,1655.56,6,12,0
2905,642,3094,7,166.92,4.51,2983.09,13,9,0
2906,4313,709,1,199.34,1.98,1984.52,12,12,0
2907,795,2100,1,460.21,18.88,2384.48,17,7,0
2908,2677,4848,1,218.41,19.34,1216.65,9,13,0
2909,4659,1827,4,124.34,29.37,232.57,5,6,0
2910,4774,881,7,175.12,14.9,2820.04,14,6,0
2911,1043,1401,8,267.44,10.17,995.68,13,14,0
2912,4714,348,9,83.06,21.3,462.29,20,5,0
2913,3056,1125,8,30.23,24.07,474.52,12,9,0
2914,158,4016,4,204.81,20.59,416.98,15,8,1
2915,4593,3375,3,448.65,22.3,1294.46,5,14,1
2916,1869,200,7,463.92,20.77,2581.52,9,2,0
2917,1947,3374,6,417.0,5.21,450.27,15,14,0
2918,4243,1107,1,89.36,24.32,2268.56,15,10,0
2919,485,4384,5,29.15,18.77,226.68,2,9,0
2920,3497,1048,6,266.3,11.75,370.29,14,14,0
2921,271,1298,4,340.02,19.89,357.54,2,5,0
2922,2404,503,1,329.69,25.4,1554.08,14,12,0
2923,4897,1910,4,138.93,25.87,2640.14,6,11,0
2924,642,795,4,172.38,10.01,2235.01,15,14,0
2925,3563,1348,2,483.96,3.54,2593.22,19,1,0
2926,1195,3485,8,216.24,6.7,2593.73,16,8,0
2927,1178,2719,9,325.88,18.21,351.65,9,7,0
2928,581,3153,5,252.83,15.5,1657.83,12,1,0
2929,1303,4291,4,428.12,14.83,2368.87,19,4,0
2930,3644,839,4,419.66,9.1,2849.33,16,11,0
2931,3974,2975,5,326.22,2.27,2055.57,12,8,0
2932,573,3581,8,466.2,9.03,2571.02,19,8,0
2933,3393,899,2,107.83,20.76,1121.64,8,6,0
2934,2037,4557,4,270.59,18.66,2120.65,12,11,0
2935,3455,2174,4,121.06,8.3,1117.51,13,14,0
2936,2401,1197,1,55.74,23.16,592.44,3,5,0
2937,4890,1676,5,387.16,28.77,205.1,15,8,0
2938,1424,3111,5,308.29,7.58,2654.73,2,9,0
2939,1151,2994,8,56.44,23.6,202.88,17,6,0
2940,300,4798,5,494.47,23.59,2999.11,16,6,0
2941,158,3767,9,46.44,16.03,1537.0,15,4,0
2942,4226,787,2,345.2,0.3,1516.44,12,10,0
2943,4932,2142,9,304.0,8.83,229.72,14,14,0
2944,550,630,6,210.03,1.17,233.07,17,10,0
2945,1175,1388,7,431.14,12.26,2157.21,9,10,0
2946,2077,2001,4,178.01,17.07,1334.13,5,4,0
2947,496,4316,7,412.36,13.13,541.03,16,2,0
2948,1081,4841,6,298.71,20.82,615.53,16,13,0
2949,201,4164,4,199.3,7.05,702.86,9,3,0
2950,3855,3333,4,175.21,2.34,2433.07,5,10,0
2951,3906,2723,1,134.22,5.07,1838.77,16,12,0
2952,1245,1671,5,13.51,8.02,226.05,9,4,0
2953,4945,4496,4,312.28,7.3,2075.01,8,2,0
2954,3662,1114,4,229.95,15.4,1564.23,16,8,1
2955,3791,1172,5,171.92,26.94,1743.52,20,11,0
2956,4834,4228,9,91.87,10.7,913.57,5,7,0
2957,914,4192,8,5.47,2.53,63.39,18,3,0
2958,1509,899,7,339.49,24.6,1531.11,13,5,0
2959,1853,4725,3,430.56,0.48,1789.44,2,5,0
