order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_cost,discount,tax_amount,sales_rep_id
2255,3330,2024-04-24,Cancelled,Mobile Banking,Dhaka,33.11,0.21,29.09,53
2256,4598,2023-01-24,Pending,Mobile Banking,Chattogram,12.26,0.28,26.29,84
2257,989,2025-04-30,Cancelled,Mobile Banking,Chattogram,14.24,0.2,33.28,32
2258,4513,2024-11-02,Pending,Cash,Sylhet,5.87,0.06,0.94,84
2259,4196,2025-04-21,Returned,Mobile Banking,Dhaka,21.31,0.28,10.66,5
2260,1418,2024-11-24,Pending,Cash,Sylhet,19.55,0.23,9.04,29
2261,4975,2023-08-29,Pending,Card,Chattogram,8.14,0.21,4.88,91
2262,2726,2024-11-26,Cancelled,Cash,Chattogram,41.9,0.23,37.54,90
2263,2197,2023-12-18,Returned,Cash,Sylhet,42.78,0.2,5.67,11
2264,2015,2025-05-04,Cancelled,Mobile Banking,Khulna,6.34,0.01,10.88,29
2265,451,2023-12-19,Returned,Card,Chattogram,14.05,0.08,13.74,20
2266,534,2023-12-16,Cancelled,Cash,Dhaka,37.07,0.29,25.17,43
2267,2916,2023-04-04,Delivered,Cash,Rajshahi,43.63,0.09,30.81,70
2268,4819,2023-11-23,Cancelled,Cash,Rajshahi,4.51,0.23,24.38,8
2269,4960,2024-12-20,Pending,Cash,Rajshahi,45.22,0.13,30.08,45
2270,1544,2023-02-22,Cancelled,Mobile Banking,Sylhet,4.02,0.27,16.38,66
2271,819,2024-01-05,Pending,Mobile Banking,Chattogram,32.06,0.17,39.83,62
2272,1690,2025-06-15,Cancelled,Mobile Banking,Khulna,2.08,0.19,7.22,55
2273,2294,2023-04-04,Cancelled,Card,Dhaka,46.48,0.07,16.29,91
2274,1473,2024-09-01,Pending,Mobile Banking,Rajshahi,18.33,0.02,33.37,38
2275,2202,2024-03-20,Returned,Cash,Rajshahi,32.79,0.23,10.25,84
2276,246,2024-09-21,Cancelled,Cash,Dhaka,10.05,0.02,30.16,94
2277,815,2023-10-17,Delivered,Card,Rajshahi,16.74,0.22,14.89,93
2278,3115,2025-04-08,Delivered,Card,Sylhet,37.62,0.17,7.52,66
2279,393,2023-12-24,Pending,Cash,Chattogram,48.68,0.25,16.43,15
2280,4259,2023-03-02,Pending,Mobile Banking,Chattogram,49.61,0.06,31.5,33
2281,4562,2024-04-23,Pending,Mobile Banking,Khulna,40.67,0.16,4.92,11
2282,4608,2023-09-09,Delivered,Cash,Sylhet,42.51,0.18,20.89,40
2283,1171,2025-01-29,Pending,Card,Khulna,48.5,0.02,29.78,88
2284,4944,2025-02-14,Pending,Cash,Rajshahi,2.98,0.22,30.19,41
2285,3228,2024-07-19,Returned,Card,Chattogram,9.34,0.12,15.89,79
2286,2563,2023-06-30,Delivered,Mobile Banking,Khulna,3.58,0.04,18.92,5
2287,2194,2023-05-28,Returned,Mobile Banking,Khulna,25.56,0.12,34.34,73
2288,3584,2023-02-15,Returned,Cash,Sylhet,47.97,0.03,8.73,4
2289,3341,2023-04-28,Pending,Mobile Banking,Rajshahi,29.54,0.27,39.71,91
2290,2344,2023-04-03,Returned,Cash,Dhaka,28.21,0.14,17.06,68
2291,2362,2024-06-26,Cancelled,Cash,Sylhet,41.51,0.04,11.38,37
2292,2617,2023-08-01,Cancelled,Card,Sylhet,46.52,0.08,0.6,13
2293,2525,2023-06-03,Cancelled,Cash,Rajshahi,35.23,0.22,5.44,21
2294,1143,2024-04-23,Returned,Cash,Dhaka,44.87,0.24,30.38,11
2295,2582,2024-03-22,Cancelled,Mobile Banking,Sylhet,9.59,0.01,26.14,76
2296,3635,2023-10-05,Delivered,Card,Khulna,25.67,0.02,10.24,14
2297,4570,2023-11-09,Cancelled,Card,Khulna,18.87,0.28,37.12,36
2298,4824,2024-03-16,Cancelled,Card,Khulna,17.29,0.1,33.51,13
2299,588,2024-09-07,Returned,Mobile Banking,Khulna,11.5,0.06,11.14,59
2300,1190,2023-06-03,Delivered,Card,Dhaka,44.81,0.04,13.54,69
2301,4576,2025-02-23,Returned,Mobile Banking,Rajshahi,23.07,0.14,7.8,21
2302,61,2025-05-06,Delivered,Card,Rajshahi,26.98,0.23,25.88,73
2303,1841,2025-05-18,Delivered,Cash,Dhaka,14.54,0.16,28.19,97
2304,1303,2023-06-04,Returned,Card,Rajshahi,48.18,0.01,16.14,64
2305,4684,2025-04-14,Cancelled,Mobile Banking,Khulna,30.95,0.15,29.62,55
2306,4305,2024-07-21,Pending,Mobile Banking,Dhaka,1.03,0.09,39.67,81
2307,37,2025-03-02,Pending,Cash,Khulna,14.13,0.2,24.67,91
2308,1158,2024-06-20,Cancelled,Cash,Rajshahi,49.97,0.16,26.15,65
2309,4831,2025-05-31,Pending,Mobile Banking,Sylhet,48.76,0.29,15.27,51
2310,2960,2025-02-16,Pending,Card,Dhaka,27.69,0.18,0.92,69
2311,1421,2025-03-14,Delivered,Cash,Chattogram,28.64,0.19,38.18,76
2312,3324,2025-01-15,Returned,Cash,Chattogram,45.18,0.16,31.01,25
2313,507,2024-12-22,Returned,Card,Khulna,35.72,0.09,27.97,25
2314,1615,2024-09-28,Cancelled,Mobile Banking,Rajshahi,46.68,0.19,1.68,12
2315,1268,2024-11-15,Cancelled,Cash,Khulna,24.48,0.1,30.48,11
2316,4926,2024-09-21,Returned,Cash,Chattogram,48.82,0.22,26.97,94
2317,973,2024-02-05,Pending,Mobile Banking,Dhaka,27.44,0.07,22.97,48
2318,450,2023-11-10,Cancelled,Card,Khulna,32.6,0.11,25.13,91
2319,4216,2024-08-17,Delivered,Card,Rajshahi,5.05,0.18,36.78,81
2320,3381,2024-08-16,Returned,Cash,Chattogram,30.97,0.19,0.76,94
2321,4730,2023-01-23,Pending,Mobile Banking,Dhaka,38.62,0.2,6.7,3
2322,212,2024-10-09,Delivered,Card,Khulna,22.53,0.21,35.84,75
2323,2332,2023-11-02,Returned,Mobile Banking,Dhaka,25.62,0.1,0.82,49
2324,3602,2024-02-04,Returned,Cash,Sylhet,20.27,0.27,36.19,33
2325,1065,2024-08-23,Pending,Card,Chattogram,48.48,0.01,1.67,47
2326,1447,2025-03-21,Cancelled,Mobile Banking,Khulna,24.35,0.06,31.28,73
2327,3017,2023-12-18,Delivered,Mobile Banking,Dhaka,7.18,0.02,35.69,18
2328,1533,2025-05-30,Delivered,Cash,Khulna,2.41,0.2,24.69,1
2329,2954,2025-05-31,Delivered,Card,Rajshahi,38.85,0.08,25.84,70
2330,1834,2023-07-30,Returned,Cash,Rajshahi,27.84,0.06,2.5,98
2331,2408,2024-08-16,Pending,Cash,Khulna,1.14,0.14,8.83,5
2332,3306,2023-04-06,Pending,Card,Chattogram,19.74,0.19,36.03,3
2333,4742,2024-07-11,Returned,Mobile Banking,Khulna,45.79,0.19,33.04,90
2334,1357,2024-03-08,Delivered,Mobile Banking,Khulna,47.44,0.17,2.85,70
2335,2254,2023-12-26,Delivered,Mobile Banking,Khulna,3.62,0.3,32.61,11
2336,3998,2025-02-21,Pending,Card,Khulna,7.05,0.26,17.23,75
2337,2137,2023-02-18,Cancelled,Cash,Chattogram,1.24,0.07,22.65,40
2338,936,2024-10-22,Returned,Mobile Banking,Sylhet,43.57,0.23,4.78,64
2339,1123,2024-08-09,Cancelled,Mobile Banking,Sylhet,4.47,0.17,16.25,80
2340,1510,2023-08-09,Delivered,Card,Dhaka,6.29,0.02,17.68,84
2341,711,2025-01-05,Returned,Card,Chattogram,12.15,0.01,26.94,84
2342,994,2023-01-06,Returned,Cash,Chattogram,45.95,0.24,26.47,90
2343,55,2023-02-24,Cancelled,Cash,Chattogram,34.72,0.16,22.18,58
2344,1641,2025-04-30,Returned,Mobile Banking,Rajshahi,31.23,0.17,1.74,99
2345,2362,2025-04-23,Pending,Mobile Banking,Chattogram,39.45,0.1,6.88,25
2346,3176,2023-01-15,Cancelled,Card,Rajshahi,34.97,0.28,6.83,30
2347,1757,2024-06-06,Pending,Cash,Sylhet,37.55,0.21,35.57,40
2348,776,2024-01-18,Delivered,Mobile Banking,Sylhet,4.61,0.28,36.12,25
2349,356,2023-06-16,Cancelled,Card,Rajshahi,29.9,0.03,32.36,10
2350,3451,2024-01-11,Returned,Cash,Khulna,37.91,0.18,7.41,57
2351,2743,2023-03-15,Cancelled,Cash,Sylhet,28.72,0.19,33.69,35
2352,564,2025-03-29,Pending,Cash,Khulna,1.58,0.04,7.91,27
2353,2395,2024-11-07,Pending,Card,Dhaka,11.34,0.1,22.41,68
2354,2893,2023-07-04,Delivered,Cash,Rajshahi,48.18,0.06,29.49,62
2355,1527,2023-03-29,Returned,Card,Dhaka,35.53,0.3,2.54,80
2356,4121,2025-01-24,Returned,Card,Rajshahi,34.74,0.16,24.12,29
2357,4188,2023-12-22,Delivered,Card,Dhaka,33.35,0.09,10.42,99
2358,2377,2023-03-06,Pending,Cash,Dhaka,7.26,0.2,20.17,21
2359,1562,2023-09-30,Returned,Mobile Banking,Chattogram,1.2,0.2,15.66,41
2360,3020,2023-07-10,Returned,Mobile Banking,Sylhet,22.59,0.1,27.62,31
2361,4698,2024-10-15,Pending,Card,Rajshahi,22.77,0.3,19.82,19
2362,4438,2023-02-07,Delivered,Card,Sylhet,40.78,0.24,12.41,38
2363,2945,2024-01-09,Pending,Mobile Banking,Chattogram,9.9,0.12,36.46,32
2364,3992,2024-10-26,Returned,Cash,Sylhet,14.48,0.2,38.38,4
2365,542,2024-01-15,Cancelled,Mobile Banking,Rajshahi,4.83,0.21,32.18,78
2366,2574,2023-02-06,Delivered,Mobile Banking,Chattogram,20.59,0.05,23.44,65
2367,1154,2025-01-08,Cancelled,Cash,Khulna,13.54,0.26,35.43,83
2368,3590,2025-05-03,Pending,Card,Chattogram,13.88,0.25,24.27,48
2369,1747,2023-09-09,Delivered,Mobile Banking,Rajshahi,13.45,0.23,6.38,32
2370,1173,2025-05-28,Delivered,Card,Dhaka,12.34,0.07,1.19,8
2371,1300,2023-05-15,Delivered,Cash,Sylhet,16.67,0.04,29.17,5
2372,3733,2023-01-11,Pending,Cash,Dhaka,27.3,0.05,30.22,72
2373,3268,2023-07-21,Delivered,Cash,Khulna,22.45,0.03,37.07,49
2374,4505,2023-11-30,Delivered,Cash,Dhaka,4.11,0.28,33.06,70
2375,4979,2024-02-23,Returned,Cash,Sylhet,21.87,0.26,25.76,99
2376,71,2023-08-26,Delivered,Card,Dhaka,42.47,0.03,8.02,53
2377,1223,2025-05-30,Returned,Cash,Chattogram,5.93,0.2,23.96,60
2378,4641,2024-02-24,Delivered,Card,Rajshahi,47.27,0.07,17.67,61
2379,4915,2024-03-29,Pending,Cash,Dhaka,16.12,0.01,9.67,62
2380,602,2023-11-04,Delivered,Card,Rajshahi,1.71,0.09,32.07,75
2381,1489,2024-08-03,Delivered,Cash,Rajshahi,13.4,0.13,6.41,13
2382,3162,2023-06-19,Pending,Cash,Rajshahi,4.41,0.01,25.4,89
2383,4981,2024-08-05,Delivered,Card,Chattogram,28.75,0.1,24.62,51
2384,2895,2025-02-21,Cancelled,Mobile Banking,Rajshahi,16.5,0.21,12.49,29
2385,1812,2023-05-29,Delivered,Cash,Dhaka,40.54,0.07,17.45,20
2386,1773,2024-05-15,Delivered,Card,Rajshahi,36.9,0.15,5.1,35
2387,1,2024-08-16,Returned,Card,Chattogram,23.96,0.27,1.51,90
2388,4645,2024-05-27,Returned,Mobile Banking,Rajshahi,28.47,0.01,1.01,84
2389,2182,2024-03-27,Cancelled,Cash,Dhaka,30.83,0.24,7.39,41
2390,3324,2024-06-05,Pending,Mobile Banking,Chattogram,14.26,0.12,34.75,44
2391,4965,2024-03-15,Delivered,Card,Khulna,7.83,0.16,21.14,44
2392,2778,2023-05-27,Returned,Cash,Khulna,19.45,0.07,5.13,6
2393,4617,2025-06-04,Cancelled,Mobile Banking,Dhaka,5.65,0.17,36.27,63
2394,909,2023-10-25,Pending,Cash,Sylhet,16.43,0.22,22.97,17
2395,1923,2024-08-28,Returned,Card,Rajshahi,28.08,0.06,1.6,91
2396,1987,2024-01-05,Pending,Mobile Banking,Sylhet,27.47,0.1,30.63,41
2397,4043,2025-03-19,Cancelled,Card,Chattogram,6.91,0.17,19.2,83
2398,1838,2025-06-12,Pending,Card,Rajshahi,1.41,0.13,21.55,96
2399,3642,2023-08-21,Pending,Mobile Banking,Sylhet,5.36,0.09,24.72,23
2400,501,2024-10-21,Cancelled,Mobile Banking,Dhaka,2.77,0.14,4.23,38
2401,1823,2023-05-04,Pending,Mobile Banking,Chattogram,20.62,0.09,37.94,41
2402,1332,2024-02-15,Cancelled,Card,Rajshahi,20.1,0.09,10.59,31
2403,4347,2025-02-18,Pending,Cash,Khulna,12.84,0.18,25.06,16
2404,2953,2023-09-05,Returned,Cash,Rajshahi,11.56,0.14,34.29,3
2405,1627,2024-04-06,Returned,Cash,Chattogram,20.42,0.2,13.61,80
2406,1228,2024-01-17,Returned,Cash,Khulna,5.24,0.25,25.29,16
2407,2056,2023-04-08,Returned,Cash,Dhaka,11.5,0.28,39.56,68
2408,2156,2023-04-16,Cancelled,Cash,Rajshahi,20.88,0.05,34.15,69
2409,1878,2025-05-31,Pending,Mobile Banking,Sylhet,5.65,0.19,31.28,54
2410,4062,2024-11-08,Cancelled,Cash,Sylhet,42.2,0.17,17.85,92
2411,2865,2024-03-25,Delivered,Card,Dhaka,34.12,0.26,18.33,87
2412,2571,2023-04-23,Pending,Card,Chattogram,19.77,0.27,19.68,42
2413,1397,2024-07-23,Cancelled,Cash,Dhaka,8.37,0.23,27.77,64
2414,4482,2024-04-24,Pending,Card,Chattogram,10.52,0.18,6.2,19
2415,4279,2025-05-31,Pending,Card,Khulna,6.88,0.06,34.51,89
2416,2970,2024-04-13,Delivered,Cash,Chattogram,8.84,0.08,1.21,83
2417,3590,2024-01-01,Returned,Mobile Banking,Khulna,21.7,0.18,7.21,62
2418,1892,2025-01-27,Pending,Mobile Banking,Rajshahi,13.04,0.04,19.53,3
2419,1274,2025-02-17,Pending,Cash,Rajshahi,44.34,0.06,10.46,8
2420,2246,2025-06-13,Delivered,Mobile Banking,Dhaka,48.09,0.27,14.94,90
2421,3711,2023-12-05,Cancelled,Mobile Banking,Dhaka,34.88,0.29,13.64,31
2422,37,2023-06-25,Returned,Cash,Rajshahi,40.63,0.0,11.12,19
2423,2941,2023-10-23,Cancelled,Card,Sylhet,13.5,0.26,15.52,81
2424,421,2024-09-17,Cancelled,Mobile Banking,Khulna,33.59,0.28,20.46,65
2425,3080,2023-04-04,Cancelled,Cash,Rajshahi,3.84,0.16,19.32,53
2426,4216,2025-01-31,Returned,Card,Sylhet,48.05,0.13,32.57,13
2427,4840,2023-12-21,Cancelled,Mobile Banking,Chattogram,33.84,0.28,12.67,59
2428,3809,2023-03-09,Cancelled,Cash,Rajshahi,16.53,0.0,11.64,57
2429,2420,2023-05-29,Returned,Mobile Banking,Sylhet,38.88,0.25,20.43,43
2430,2281,2023-01-05,Returned,Mobile Banking,Rajshahi,1.77,0.09,2.39,12
2431,2335,2023-09-03,Delivered,Cash,Chattogram,19.44,0.19,4.92,96
2432,738,2024-11-06,Cancelled,Card,Chattogram,44.89,0.1,32.22,88
2433,1419,2025-01-31,Delivered,Cash,Khulna,13.9,0.16,20.0,98
2434,4548,2024-10-08,Pending,Card,Chattogram,33.73,0.24,3.13,24
2435,2042,2025-06-11,Delivered,Cash,Chattogram,18.65,0.05,17.9,42
2436,1786,2024-03-19,Delivered,Cash,Khulna,20.23,0.2,16.23,9
2437,1063,2023-07-03,Delivered,Mobile Banking,Rajshahi,37.55,0.27,10.22,48
2438,3569,2023-10-14,Delivered,Card,Rajshahi,45.6,0.27,15.2,68
2439,372,2023-07-31,Cancelled,Card,Khulna,9.17,0.27,7.94,48
2440,2597,2024-06-20,Pending,Card,Rajshahi,14.57,0.16,18.24,25
2441,1003,2025-05-19,Pending,Mobile Banking,Rajshahi,24.9,0.23,16.64,100
2442,2524,2024-11-26,Returned,Cash,Sylhet,31.08,0.13,24.5,24
2443,4501,2023-08-05,Pending,Mobile Banking,Khulna,23.92,0.14,37.71,23
2444,1419,2025-04-28,Delivered,Cash,Khulna,40.47,0.09,7.83,62
2445,4677,2024-04-29,Returned,Cash,Dhaka,38.64,0.09,16.99,79
2446,3202,2023-12-01,Delivered,Cash,Sylhet,20.86,0.01,22.71,89
2447,627,2025-06-05,Cancelled,Cash,Rajshahi,2.99,0.16,22.11,61
2448,1822,2024-11-04,Cancelled,Cash,Dhaka,10.53,0.09,26.62,10
2449,4437,2023-06-21,Pending,Mobile Banking,Sylhet,24.86,0.06,11.08,10
2450,4308,2025-05-24,Delivered,Card,Rajshahi,46.45,0.04,25.56,70
2451,2962,2024-06-02,Delivered,Cash,Sylhet,28.81,0.1,8.45,69
2452,1647,2024-09-06,Delivered,Mobile Banking,Chattogram,26.99,0.27,5.46,60
2453,2000,2023-11-03,Returned,Mobile Banking,Rajshahi,36.47,0.15,33.35,93
2454,2636,2023-06-02,Returned,Mobile Banking,Sylhet,8.46,0.17,19.21,84
2455,2344,2024-05-01,Returned,Mobile Banking,Sylhet,8.2,0.02,16.19,65
2456,3160,2025-01-19,Pending,Mobile Banking,Dhaka,17.92,0.16,37.18,86
2457,1010,2024-11-12,Pending,Cash,Sylhet,49.75,0.2,28.54,57
2458,3219,2024-02-15,Delivered,Card,Chattogram,43.92,0.05,27.25,87
2459,4151,2024-02-25,Delivered,Cash,Chattogram,34.33,0.3,8.17,90
2460,2813,2023-11-07,Pending,Cash,Sylhet,20.17,0.27,8.77,14
2461,3741,2024-05-01,Returned,Card,Rajshahi,28.18,0.3,19.58,36
2462,4977,2025-03-16,Returned,Cash,Dhaka,15.87,0.11,26.27,62
2463,4039,2024-05-14,Returned,Card,Rajshahi,34.04,0.25,16.11,76
2464,3835,2024-07-21,Returned,Cash,Sylhet,21.52,0.1,3.04,15
2465,1800,2023-04-02,Returned,Card,Chattogram,6.89,0.22,27.48,49
2466,2885,2024-11-04,Pending,Mobile Banking,Khulna,11.54,0.28,31.06,80
2467,1323,2024-10-30,Cancelled,Card,Dhaka,30.83,0.05,37.8,15
2468,2610,2024-05-07,Cancelled,Cash,Rajshahi,35.03,0.04,16.65,72
2469,725,2024-11-18,Cancelled,Cash,Chattogram,5.71,0.03,10.69,44
2470,2412,2023-03-13,Delivered,Card,Rajshahi,40.61,0.24,37.07,78
2471,1316,2023-03-18,Delivered,Mobile Banking,Sylhet,41.39,0.2,28.75,2
2472,1413,2023-02-15,Returned,Cash,Rajshahi,36.43,0.16,3.03,76
2473,4849,2025-03-15,Delivered,Mobile Banking,Dhaka,34.5,0.23,23.41,63
2474,3543,2025-01-28,Pending,Card,Khulna,12.36,0.25,1.63,24
2475,1555,2024-05-29,Cancelled,Card,Khulna,46.06,0.28,9.45,2
2476,426,2023-11-30,Pending,Card,Sylhet,14.16,0.06,3.3,82
2477,3950,2025-01-05,Pending,Mobile Banking,Dhaka,9.94,0.13,8.59,4
2478,4495,2025-01-30,Pending,Mobile Banking,Khulna,32.29,0.28,19.85,92
2479,304,2023-08-03,Returned,Card,Chattogram,18.84,0.14,12.31,89
2480,104,2023-03-18,Returned,Card,Rajshahi,46.72,0.15,3.98,40
2481,364,2024-05-03,Returned,Card,Sylhet,23.55,0.28,19.54,7
2482,4663,2023-08-19,Delivered,Mobile Banking,Chattogram,9.02,0.22,28.49,76
2483,2848,2023-02-19,Returned,Mobile Banking,Sylhet,47.92,0.17,2.6,61
2484,2724,2024-10-22,Delivered,Mobile Banking,Dhaka,26.26,0.11,35.35,44
2485,3949,2023-04-17,Pending,Card,Sylhet,26.41,0.27,26.3,83
2486,1109,2024-03-07,Cancelled,Mobile Banking,Khulna,19.9,0.0,21.02,68
2487,2416,2024-11-28,Returned,Cash,Dhaka,41.96,0.1,16.15,2
2488,1898,2025-03-09,Delivered,Mobile Banking,Sylhet,15.09,0.28,16.03,88
2489,4821,2024-05-12,Delivered,Mobile Banking,Chattogram,1.67,0.15,13.75,45
2490,715,2023-01-07,Returned,Cash,Dhaka,25.37,0.19,5.07,11
2491,2873,2025-04-04,Returned,Mobile Banking,Dhaka,46.37,0.16,3.63,88
2492,1203,2023-10-19,Pending,Card,Sylhet,14.39,0.12,12.7,39
2493,92,2023-12-08,Delivered,Cash,Sylhet,14.05,0.2,26.85,73
2494,1524,2023-10-07,Cancelled,Card,Dhaka,37.17,0.23,11.89,7
2495,4720,2024-06-19,Pending,Cash,Rajshahi,39.0,0.11,32.58,29
2496,3980,2023-11-08,Delivered,Mobile Banking,Rajshahi,22.34,0.18,15.52,99
2497,169,2024-12-25,Pending,Cash,Khulna,41.85,0.02,25.43,64
2498,1320,2024-12-01,Pending,Mobile Banking,Dhaka,9.42,0.16,17.56,24
2499,2241,2024-05-05,Returned,Mobile Banking,Rajshahi,18.98,0.22,20.16,67
2500,870,2023-03-18,Cancelled,Card,Chattogram,20.81,0.18,10.38,1
2501,2767,2023-05-04,Cancelled,Cash,Dhaka,16.33,0.26,20.8,97
2502,3358,2023-10-11,Delivered,Cash,Rajshahi,11.67,0.09,4.87,46
2503,3288,2024-11-02,Pending,Mobile Banking,Sylhet,17.57,0.15,15.78,98
2504,975,2025-04-24,Returned,Card,Chattogram,1.88,0.03,18.21,43
2505,4457,2024-04-26,Delivered,Card,Khulna,35.46,0.21,28.31,10
2506,4139,2023-08-12,Delivered,Mobile Banking,Rajshahi,34.51,0.13,16.31,79
2507,2229,2025-01-27,Delivered,Card,Sylhet,23.06,0.16,26.78,75
2508,2559,2023-03-19,Cancelled,Card,Chattogram,16.82,0.04,7.4,33
2509,2510,2024-08-30,Pending,Mobile Banking,Chattogram,22.27,0.3,1.5,61
2510,2334,2024-07-10,Pending,Card,Khulna,46.89,0.23,20.48,96
2511,1321,2023-03-10,Returned,Mobile Banking,Sylhet,30.57,0.12,19.22,38
2512,1580,2023-04-09,Cancelled,Card,Rajshahi,36.84,0.17,26.96,20
2513,1909,2025-06-06,Cancelled,Mobile Banking,Dhaka,12.25,0.19,12.89,96
2514,1785,2023-03-09,Delivered,Cash,Chattogram,5.64,0.29,1.68,72
2515,1916,2023-03-19,Returned,Card,Rajshahi,5.08,0.23,29.08,53
2516,2981,2023-05-26,Delivered,Card,Dhaka,24.13,0.1,37.72,55
2517,257,2023-03-16,Returned,Card,Rajshahi,36.12,0.29,16.07,17
2518,1241,2025-04-30,Returned,Card,Rajshahi,38.93,0.09,24.64,46
2519,2570,2024-05-28,Cancelled,Card,Chattogram,36.3,0.17,22.02,100
2520,750,2025-06-17,Cancelled,Mobile Banking,Chattogram,45.73,0.21,22.86,2
2521,3323,2024-10-30,Pending,Card,Rajshahi,3.55,0.08,34.76,98
2522,3287,2023-03-28,Pending,Mobile Banking,Rajshahi,42.91,0.29,29.59,11
2523,4753,2025-01-31,Pending,Cash,Khulna,33.37,0.06,30.91,78
2524,734,2023-02-17,Cancelled,Cash,Dhaka,9.6,0.13,4.06,82
2525,2387,2025-02-04,Delivered,Mobile Banking,Sylhet,34.44,0.05,6.29,10
2526,4324,2024-07-30,Returned,Cash,Sylhet,26.08,0.26,26.7,23
2527,1260,2023-02-11,Returned,Mobile Banking,Khulna,18.59,0.07,21.85,88
2528,2414,2023-05-14,Pending,Card,Rajshahi,13.15,0.01,31.08,44
2529,2906,2025-04-06,Returned,Mobile Banking,Rajshahi,23.74,0.01,4.18,75
2530,2497,2024-08-15,Returned,Cash,Khulna,12.72,0.12,22.88,56
2531,2555,2023-01-19,Cancelled,Mobile Banking,Sylhet,5.06,0.16,19.7,28
2532,3705,2025-05-25,Cancelled,Cash,Chattogram,42.46,0.01,34.26,27
2533,2110,2024-11-22,Returned,Mobile Banking,Chattogram,30.05,0.03,7.89,48
2534,3403,2025-04-08,Delivered,Cash,Rajshahi,18.82,0.03,14.27,72
2535,4283,2023-04-30,Pending,Card,Dhaka,22.89,0.2,6.44,37
2536,1529,2025-06-16,Returned,Mobile Banking,Sylhet,43.38,0.09,18.34,64
2537,851,2023-12-01,Returned,Card,Dhaka,16.67,0.17,35.32,47
2538,2302,2024-06-14,Pending,Card,Rajshahi,19.63,0.02,26.98,49
2539,4675,2025-05-14,Cancelled,Card,Sylhet,38.54,0.27,29.9,66
2540,4410,2023-03-11,Pending,Cash,Chattogram,10.83,0.09,4.19,45
2541,3624,2024-03-09,Delivered,Cash,Chattogram,33.3,0.23,18.36,58
2542,3296,2023-07-08,Returned,Card,Dhaka,22.28,0.25,33.63,65
2543,4527,2024-02-07,Returned,Mobile Banking,Sylhet,25.51,0.3,33.58,68
2544,1380,2024-08-28,Returned,Cash,Rajshahi,39.56,0.22,39.53,3
2545,3499,2024-10-23,Pending,Cash,Khulna,49.66,0.13,21.28,90
2546,1416,2024-01-22,Delivered,Card,Khulna,41.74,0.05,0.58,71
2547,2270,2024-09-27,Returned,Cash,Khulna,8.87,0.01,36.01,86
2548,2808,2023-05-13,Cancelled,Mobile Banking,Rajshahi,12.0,0.27,38.27,10
2549,1800,2023-08-10,Delivered,Cash,Khulna,21.09,0.13,37.15,10
2550,3609,2023-03-08,Delivered,Cash,Dhaka,36.24,0.22,30.99,39
2551,2814,2025-03-17,Delivered,Mobile Banking,Chattogram,25.96,0.15,8.87,65
2552,2003,2023-08-19,Delivered,Mobile Banking,Khulna,45.19,0.26,5.99,58
2553,2120,2024-10-29,Cancelled,Cash,Chattogram,3.39,0.22,28.18,37
2554,456,2025-06-15,Delivered,Mobile Banking,Dhaka,13.67,0.03,6.05,75
2555,3147,2023-05-30,Cancelled,Cash,Sylhet,11.74,0.23,38.16,34
2556,4706,2023-04-19,Pending,Mobile Banking,Sylhet,37.46,0.08,18.11,10
2557,2885,2024-03-04,Pending,Card,Rajshahi,23.77,0.23,1.72,78
2558,939,2024-05-09,Pending,Cash,Chattogram,1.74,0.28,6.45,38
2559,1685,2025-03-29,Pending,Card,Rajshahi,38.9,0.28,11.97,61
2560,2566,2024-09-06,Cancelled,Cash,Khulna,18.73,0.04,28.3,66
2561,3410,2023-03-22,Returned,Mobile Banking,Rajshahi,13.76,0.02,29.62,74
2562,2086,2024-09-09,Cancelled,Card,Dhaka,9.95,0.23,8.91,96
2563,2367,2025-03-29,Pending,Cash,Rajshahi,47.35,0.21,26.12,29
2564,140,2024-06-23,Returned,Mobile Banking,Khulna,47.16,0.05,1.76,50
2565,427,2025-01-31,Returned,Mobile Banking,Khulna,4.75,0.21,4.56,65
2566,2903,2025-03-08,Returned,Card,Dhaka,12.41,0.0,21.63,4
2567,2018,2024-05-02,Returned,Cash,Chattogram,32.66,0.19,28.3,97
2568,1219,2023-01-08,Delivered,Card,Sylhet,33.85,0.25,36.62,24
2569,4311,2024-04-19,Pending,Cash,Dhaka,21.47,0.19,17.79,41
2570,1913,2023-09-11,Pending,Mobile Banking,Sylhet,28.86,0.02,5.24,22
2571,4637,2024-07-06,Pending,Mobile Banking,Dhaka,35.43,0.3,37.19,10
2572,3682,2024-05-07,Cancelled,Mobile Banking,Dhaka,47.57,0.11,17.78,44
2573,2437,2024-10-26,Pending,Cash,Rajshahi,36.53,0.11,20.15,60
2574,1453,2024-07-24,Pending,Cash,Rajshahi,6.4,0.03,34.25,26
2575,1718,2023-07-24,Pending,Mobile Banking,Rajshahi,36.17,0.05,23.64,14
2576,2200,2025-03-12,Cancelled,Cash,Dhaka,4.32,0.08,12.41,12
2577,3175,2023-06-16,Pending,Cash,Rajshahi,25.62,0.24,21.86,20
2578,1429,2023-11-23,Pending,Mobile Banking,Dhaka,26.82,0.21,25.18,98
2579,1312,2025-06-02,Delivered,Mobile Banking,Rajshahi,39.13,0.18,35.65,35
2580,747,2024-12-26,Pending,Cash,Sylhet,1.57,0.26,9.78,86
2581,2790,2023-08-13,Returned,Cash,Chattogram,43.86,0.3,22.6,63
