product_id,product_name,category,subcategory,brand,unit_price,cost_price,supplier_id,stock_qty,launch_year
2352,Product2352,Sports,E,BrandX,49.62,77.29,452,318,2018
2353,Product2353,Home,B,BrandA,394.12,147.48,132,788,2019
2354,Product2354,Beauty,C,BrandX,165.32,219.94,13,966,2019
2355,Product2355,Electronics,E,BrandA,335.55,139.3,220,886,2024
2356,Product2356,Beauty,E,BrandZ,182.01,39.57,267,632,2022
2357,Product2357,Fashion,D,BrandY,234.84,132.93,245,244,2018
2358,Product2358,Electronics,A,BrandA,279.73,50.46,258,869,2025
2359,Product2359,Fashion,A,BrandX,401.92,225.84,454,89,2025
2360,Product2360,Fashion,A,BrandZ,109.52,51.62,140,477,2024
2361,Product2361,Home,D,BrandX,202.39,145.8,382,651,2024
2362,Product2362,Sports,A,BrandA,69.39,208.64,247,111,2018
2363,Product2363,Home,E,BrandX,42.5,70.0,232,906,2022
2364,Product2364,Home,B,BrandX,304.31,24.66,421,949,2020
2365,Product2365,Home,B,BrandA,98.6,169.86,56,976,2018
2366,Product2366,Electronics,B,BrandZ,34.6,18.15,88,393,2022
2367,Product2367,Sports,A,BrandZ,449.06,177.16,254,886,2022
2368,Product2368,Sports,B,BrandA,269.49,226.54,52,239,2024
2369,Product2369,Electronics,A,BrandZ,71.64,100.14,247,271,2020
2370,Product2370,Home,E,BrandY,31.45,147.53,252,142,2019
2371,Product2371,Home,E,BrandX,64.33,278.77,125,953,2025
2372,Product2372,Fashion,D,BrandA,238.31,142.39,201,718,2023
2373,Product2373,Fashion,D,BrandY,335.89,298.97,474,118,2022
2374,Product2374,Beauty,C,BrandX,322.43,48.79,388,595,2018
2375,Product2375,Fashion,E,BrandA,76.49,213.26,361,899,2019
2376,Product2376,Sports,A,BrandZ,318.58,196.48,492,991,2019
2377,Product2377,Electronics,C,BrandA,205.41,261.95,132,250,2019
2378,Product2378,Home,E,BrandA,235.05,29.55,177,277,2022
2379,Product2379,Beauty,A,BrandX,401.71,85.5,52,162,2018
2380,Product2380,Fashion,E,BrandX,169.59,41.39,34,653,2023
2381,Product2381,Beauty,E,BrandX,77.76,280.06,22,349,2020
2382,Product2382,Electronics,A,BrandY,437.36,129.14,141,30,2021
2383,Product2383,Electronics,E,BrandZ,110.0,273.2,319,457,2021
2384,Product2384,Beauty,E,BrandA,150.54,89.73,271,837,2019
2385,Product2385,Beauty,E,BrandA,354.76,39.66,168,90,2024
2386,Product2386,Beauty,D,BrandZ,343.36,90.37,38,127,2021
2387,Product2387,Home,B,BrandA,401.2,179.96,361,778,2024
2388,Product2388,Sports,E,BrandX,96.01,253.88,246,547,2025
2389,Product2389,Fashion,A,BrandA,179.38,116.85,235,969,2021
2390,Product2390,Fashion,E,BrandZ,67.31,274.61,55,847,2022
2391,Product2391,Fashion,D,BrandY,272.81,74.78,428,791,2020
2392,Product2392,Beauty,D,BrandY,149.82,208.68,373,724,2021
2393,Product2393,Beauty,E,BrandZ,346.02,221.24,120,508,2024
2394,Product2394,Beauty,C,BrandA,5.17,83.64,66,935,2023
2395,Product2395,Home,B,BrandA,34.54,10.04,322,744,2023
2396,Product2396,Home,A,BrandY,219.12,110.84,427,739,2020
2397,Product2397,Home,A,BrandA,479.3,15.47,328,880,2021
2398,Product2398,Home,A,BrandY,445.97,270.42,166,809,2023
2399,Product2399,Electronics,A,BrandZ,497.03,286.15,210,236,2019
2400,Product2400,Home,D,BrandZ,211.33,221.14,413,982,2025
2401,Product2401,Home,B,BrandA,28.05,218.55,75,532,2019
2402,Product2402,Home,E,BrandX,156.45,73.79,440,607,2023
2403,Product2403,Fashion,E,BrandX,339.51,24.03,134,976,2025
2404,Product2404,Fashion,C,BrandY,71.91,241.03,265,50,2020
2405,Product2405,Fashion,E,BrandZ,153.49,168.63,406,848,2024
2406,Product2406,Sports,B,BrandY,32.8,205.13,174,822,2025
2407,Product2407,Electronics,E,BrandZ,240.11,234.33,243,468,2025
2408,Product2408,Beauty,D,BrandY,108.42,124.01,89,891,2020
2409,Product2409,Home,E,BrandY,50.17,45.07,250,387,2025
2410,Product2410,Fashion,A,BrandY,208.55,238.92,31,61,2020
2411,Product2411,Electronics,A,BrandA,178.86,137.22,277,342,2020
2412,Product2412,Home,A,BrandX,271.07,248.42,38,152,2018
2413,Product2413,Sports,A,BrandZ,375.77,132.43,308,735,2019
2414,Product2414,Beauty,D,BrandY,60.72,66.67,403,965,2021
2415,Product2415,Home,D,BrandX,396.61,52.96,138,653,2018
2416,Product2416,Beauty,D,BrandY,18.01,223.69,430,40,2020
2417,Product2417,Home,E,BrandY,224.34,173.32,485,485,2021
2418,Product2418,Sports,A,BrandZ,295.78,122.57,76,952,2019
2419,Product2419,Electronics,C,BrandA,478.71,148.65,339,677,2020
2420,Product2420,Beauty,C,BrandY,289.09,165.79,253,701,2022
2421,Product2421,Beauty,A,BrandZ,83.58,73.35,450,808,2020
2422,Product2422,Electronics,B,BrandA,261.18,114.69,79,556,2021
2423,Product2423,Beauty,E,BrandA,200.91,89.14,38,719,2019
2424,Product2424,Fashion,C,BrandX,242.28,117.75,318,381,2024
2425,Product2425,Electronics,D,BrandX,102.56,151.17,328,95,2025
2426,Product2426,Sports,B,BrandY,252.91,53.66,430,911,2025
2427,Product2427,Home,D,BrandX,79.27,119.27,163,786,2020
2428,Product2428,Home,B,BrandZ,373.3,116.88,358,292,2019
2429,Product2429,Electronics,B,BrandZ,298.98,87.23,427,234,2025
2430,Product2430,Fashion,E,BrandX,43.87,299.55,128,340,2018
2431,Product2431,Sports,D,BrandZ,445.36,23.94,158,718,2022
2432,Product2432,Home,D,BrandZ,310.11,193.6,329,956,2023
2433,Product2433,Home,C,BrandY,161.47,53.98,319,537,2023
2434,Product2434,Fashion,A,BrandY,27.59,252.18,414,349,2018
2435,Product2435,Beauty,A,BrandZ,317.95,274.43,369,871,2023
2436,Product2436,Electronics,C,BrandX,189.85,121.64,83,206,2022
2437,Product2437,Fashion,B,BrandZ,454.27,247.4,413,959,2024
2438,Product2438,Fashion,C,BrandA,22.26,76.47,450,490,2018
2439,Product2439,Fashion,C,BrandA,24.36,43.74,476,380,2019
2440,Product2440,Fashion,D,BrandA,474.9,96.13,456,140,2024
2441,Product2441,Beauty,C,BrandY,482.61,103.82,217,858,2019
2442,Product2442,Sports,B,BrandX,18.73,120.41,202,598,2018
2443,Product2443,Fashion,A,BrandZ,359.44,113.14,278,929,2024
2444,Product2444,Fashion,E,BrandX,114.64,124.52,419,890,2021
2445,Product2445,Electronics,C,BrandX,352.19,213.59,426,609,2018
2446,Product2446,Home,C,BrandX,435.02,75.18,152,22,2020
2447,Product2447,Beauty,D,BrandA,54.91,7.54,26,761,2021
2448,Product2448,Fashion,D,BrandZ,123.19,147.92,415,363,2019
2449,Product2449,Sports,C,BrandY,16.92,135.59,343,761,2018
2450,Product2450,Sports,C,BrandX,26.7,19.9,254,147,2024
2451,Product2451,Sports,B,BrandX,19.66,41.87,386,565,2021
2452,Product2452,Electronics,A,BrandA,401.34,153.96,251,968,2024
2453,Product2453,Sports,A,BrandA,152.65,71.96,167,953,2020
2454,Product2454,Electronics,E,BrandZ,249.14,263.52,353,826,2022
2455,Product2455,Beauty,A,BrandY,394.98,53.64,472,915,2019
2456,Product2456,Sports,E,BrandY,250.0,8.0,140,550,2021
2457,Product2457,Home,D,BrandA,217.45,135.37,229,504,2023
2458,Product2458,Fashion,E,BrandZ,10.73,295.88,73,845,2021
2459,Product2459,Beauty,E,BrandX,286.18,190.89,428,217,2024
2460,Product2460,Home,A,BrandZ,66.75,107.5,299,858,2025
2461,Product2461,Beauty,C,BrandY,383.5,7.03,236,481,2025
2462,Product2462,Sports,D,BrandA,132.58,146.51,195,988,2023
2463,Product2463,Beauty,B,BrandX,338.72,63.53,492,415,2021
2464,Product2464,Beauty,E,BrandX,324.88,195.03,471,936,2018
2465,Product2465,Beauty,E,BrandY,310.25,175.74,88,748,2019
2466,Product2466,Electronics,E,BrandX,137.14,81.03,97,324,2019
2467,Product2467,Home,C,BrandZ,137.21,22.53,478,835,2018
2468,Product2468,Sports,B,BrandY,432.21,227.0,166,854,2018
2469,Product2469,Fashion,A,BrandY,11.34,176.47,491,788,2023
2470,Product2470,Sports,D,BrandX,94.85,252.95,450,736,2023
2471,Product2471,Sports,C,BrandY,307.03,79.42,296,488,2023
2472,Product2472,Electronics,B,BrandA,409.44,196.55,406,407,2024
2473,Product2473,Electronics,D,BrandZ,182.38,37.37,203,143,2025
2474,Product2474,Beauty,A,BrandY,328.45,88.96,447,799,2018
2475,Product2475,Sports,D,BrandA,280.79,197.65,187,210,2024
2476,Product2476,Home,E,BrandX,36.95,248.02,460,665,2024
2477,Product2477,Electronics,E,BrandY,312.77,97.64,275,258,2020
2478,Product2478,Electronics,C,BrandA,407.88,240.06,20,226,2021
2479,Product2479,Home,D,BrandX,496.26,203.97,375,998,2020
2480,Product2480,Electronics,E,BrandA,19.67,105.91,73,593,2019
2481,Product2481,Home,C,BrandX,331.73,263.17,427,888,2018
2482,Product2482,Fashion,C,BrandZ,210.2,153.75,442,371,2021
2483,Product2483,Home,C,BrandY,9.85,195.18,338,390,2025
2484,Product2484,Fashion,A,BrandZ,309.11,149.7,361,991,2023
2485,Product2485,Beauty,E,BrandZ,65.6,136.91,495,87,2022
2486,Product2486,Beauty,E,BrandY,192.39,254.7,310,399,2024
2487,Product2487,Electronics,B,BrandZ,134.38,89.82,82,308,2021
2488,Product2488,Home,A,BrandZ,183.78,12.92,296,983,2022
2489,Product2489,Electronics,E,BrandA,248.88,264.18,356,3,2021
2490,Product2490,Home,E,BrandX,182.81,247.86,27,172,2018
2491,Product2491,Electronics,B,BrandZ,278.6,111.24,141,543,2022
2492,Product2492,Beauty,D,BrandY,123.13,57.26,47,745,2022
2493,Product2493,Beauty,D,BrandA,319.5,203.31,456,225,2019
2494,Product2494,Electronics,A,BrandX,427.61,25.47,112,338,2021
2495,Product2495,Home,C,BrandZ,115.91,128.28,235,205,2020
2496,Product2496,Sports,B,BrandZ,256.4,27.59,151,101,2023
2497,Product2497,Home,B,BrandY,326.1,180.18,375,57,2020
2498,Product2498,Electronics,E,BrandZ,284.49,10.11,315,780,2019
2499,Product2499,Home,E,BrandY,186.0,189.51,333,149,2019
2500,Product2500,Fashion,B,BrandZ,322.89,202.62,126,251,2019
2501,Product2501,Home,C,BrandZ,18.98,147.17,7,478,2018
2502,Product2502,Beauty,D,BrandY,188.1,54.15,50,555,2025
2503,Product2503,Beauty,A,BrandX,268.64,32.22,360,427,2018
2504,Product2504,Fashion,D,BrandA,15.2,95.36,66,541,2018
2505,Product2505,Home,A,BrandY,256.29,140.63,387,918,2018
2506,Product2506,Sports,C,BrandX,328.86,193.38,362,523,2019
2507,Product2507,Home,B,BrandX,380.81,2.37,167,490,2019
2508,Product2508,Beauty,C,BrandY,61.12,213.9,471,525,2024
2509,Product2509,Beauty,B,BrandA,495.33,214.39,252,291,2025
2510,Product2510,Electronics,E,BrandY,305.05,134.47,263,44,2018
2511,Product2511,Beauty,A,BrandZ,184.78,104.34,196,199,2018
2512,Product2512,Electronics,E,BrandZ,128.3,253.01,183,23,2022
2513,Product2513,Beauty,B,BrandX,288.58,235.81,264,762,2025
2514,Product2514,Beauty,A,BrandZ,441.45,295.02,288,630,2021
2515,Product2515,Sports,A,BrandA,262.68,112.84,275,386,2025
2516,Product2516,Electronics,E,BrandY,332.43,272.24,118,589,2022
2517,Product2517,Electronics,A,BrandA,182.06,28.05,396,434,2021
2518,Product2518,Beauty,B,BrandX,197.14,124.62,313,241,2018
2519,Product2519,Electronics,B,BrandZ,146.66,140.68,394,202,2018
2520,Product2520,Beauty,E,BrandZ,354.29,133.38,462,236,2025
2521,Product2521,Beauty,C,BrandY,182.8,188.28,347,950,2023
2522,Product2522,Home,B,BrandA,99.4,52.72,492,293,2018
2523,Product2523,Electronics,B,BrandA,187.85,260.2,277,347,2022
2524,Product2524,Fashion,A,BrandY,427.64,166.43,404,86,2019
2525,Product2525,Electronics,A,BrandZ,370.43,271.45,377,209,2021
2526,Product2526,Electronics,B,BrandX,170.65,2.78,132,787,2024
2527,Product2527,Sports,E,BrandX,453.87,189.74,147,608,2023
2528,Product2528,Fashion,C,BrandY,42.04,124.91,29,1,2025
2529,Product2529,Fashion,A,BrandY,29.63,152.52,327,998,2022
2530,Product2530,Sports,A,BrandY,68.1,223.65,320,228,2023
2531,Product2531,Sports,C,BrandA,62.65,69.69,225,409,2018
2532,Product2532,Electronics,A,BrandZ,48.48,63.06,456,242,2019
2533,Product2533,Home,E,BrandZ,332.36,211.5,139,769,2024
2534,Product2534,Sports,A,BrandY,302.42,157.37,289,962,2022
2535,Product2535,Fashion,A,BrandX,325.56,71.62,281,467,2021
2536,Product2536,Fashion,B,BrandA,345.74,146.24,417,457,2023
2537,Product2537,Electronics,E,BrandY,379.66,138.95,484,553,2023
2538,Product2538,Home,E,BrandA,107.55,208.05,26,212,2023
2539,Product2539,Beauty,B,BrandY,313.04,2.79,292,807,2018
2540,Product2540,Sports,D,BrandA,292.12,176.85,267,904,2021
2541,Product2541,Sports,C,BrandX,472.11,182.49,286,385,2023
2542,Product2542,Electronics,E,BrandX,120.02,224.16,313,411,2018
2543,Product2543,Home,D,BrandX,34.07,266.99,97,514,2018
2544,Product2544,Fashion,C,BrandX,328.48,133.18,138,527,2020
2545,Product2545,Fashion,E,BrandZ,371.39,104.07,477,387,2021
2546,Product2546,Beauty,A,BrandZ,145.18,32.49,281,278,2024
2547,Product2547,Fashion,E,BrandA,287.57,102.38,96,989,2019
2548,Product2548,Sports,C,BrandY,34.47,22.41,452,101,2018
2549,Product2549,Beauty,D,BrandZ,480.22,241.24,57,588,2019
2550,Product2550,Home,A,BrandY,59.41,242.49,123,389,2022
2551,Product2551,Beauty,C,BrandA,38.45,126.34,231,201,2018
2552,Product2552,Home,C,BrandY,26.83,79.37,290,566,2025
2553,Product2553,Fashion,E,BrandX,216.5,37.17,86,720,2023
2554,Product2554,Electronics,B,BrandX,53.09,255.67,461,391,2025
2555,Product2555,Beauty,B,BrandZ,373.6,263.49,310,840,2018
2556,Product2556,Beauty,A,BrandA,449.94,81.35,51,353,2023
2557,Product2557,Sports,C,BrandZ,133.81,187.28,228,592,2018
2558,Product2558,Sports,D,BrandZ,316.24,79.08,6,755,2023
2559,Product2559,Home,A,BrandZ,25.96,69.09,443,234,2019
2560,Product2560,Electronics,A,BrandA,196.35,8.32,310,113,2020
2561,Product2561,Sports,E,BrandX,150.01,173.99,273,981,2024
2562,Product2562,Sports,D,BrandX,118.17,46.68,410,959,2021
2563,Product2563,Fashion,C,BrandZ,324.14,5.69,344,66,2018
2564,Product2564,Fashion,C,BrandY,69.46,33.25,393,808,2021
2565,Product2565,Sports,C,BrandX,431.05,95.5,2,39,2023
2566,Product2566,Home,A,BrandX,334.09,201.41,276,732,2021
2567,Product2567,Electronics,E,BrandA,356.81,62.38,91,102,2023
2568,Product2568,Sports,A,BrandX,468.0,266.5,262,410,2025
2569,Product2569,Home,B,BrandX,471.47,87.97,242,294,2021
2570,Product2570,Home,B,BrandZ,278.07,100.71,475,564,2023
2571,Product2571,Sports,C,BrandZ,250.21,66.96,375,807,2019
2572,Product2572,Home,E,BrandA,171.01,77.63,246,563,2025
2573,Product2573,Beauty,C,BrandA,359.21,24.09,472,36,2023
2574,Product2574,Home,C,BrandY,271.41,89.84,79,66,2021
2575,Product2575,Sports,A,BrandX,466.77,258.17,311,402,2022
2576,Product2576,Home,C,BrandZ,123.12,207.15,304,673,2024
2577,Product2577,Sports,C,BrandZ,158.58,262.83,58,205,2023
2578,Product2578,Fashion,E,BrandX,161.46,33.25,225,340,2019
2579,Product2579,Sports,E,BrandA,403.97,137.77,426,833,2025
2580,Product2580,Home,E,BrandZ,54.02,70.32,202,905,2019
2581,Product2581,Sports,C,BrandA,230.55,216.92,405,51,2022
2582,Product2582,Electronics,E,BrandZ,216.65,291.13,6,425,2020
2583,Product2583,Sports,E,BrandZ,41.2,244.98,30,955,2020
2584,Product2584,Sports,D,BrandY,208.34,12.51,151,208,2023
2585,Product2585,Electronics,D,BrandZ,259.12,96.36,36,513,2018
2586,Product2586,Electronics,B,BrandX,37.23,10.52,110,986,2020
2587,Product2587,Electronics,A,BrandX,257.38,13.97,121,640,2024
2588,Product2588,Beauty,A,BrandX,479.82,25.7,241,177,2018
2589,Product2589,Sports,E,BrandA,489.56,84.35,259,675,2024
2590,Product2590,Electronics,B,BrandZ,268.18,92.65,90,864,2021
2591,Product2591,Electronics,B,BrandA,259.97,121.34,418,21,2018
2592,Product2592,Fashion,D,BrandY,146.33,122.67,30,368,2020
2593,Product2593,Beauty,B,BrandZ,498.57,231.88,466,738,2018
2594,Product2594,Sports,C,BrandX,140.74,44.14,465,993,2019
2595,Product2595,Home,E,BrandY,229.19,49.01,237,81,2024
2596,Product2596,Beauty,C,BrandY,6.45,188.72,371,163,2020
2597,Product2597,Beauty,A,BrandZ,177.87,172.38,170,376,2025
2598,Product2598,Fashion,D,BrandX,40.36,47.89,149,2,2025
2599,Product2599,Sports,C,BrandA,373.19,255.97,374,683,2024
2600,Product2600,Sports,E,BrandZ,282.7,100.06,88,117,2018
2601,Product2601,Electronics,C,BrandX,288.23,111.36,4,655,2020
2602,Product2602,Electronics,C,BrandY,146.82,127.3,433,763,2025
2603,Product2603,Beauty,B,BrandZ,408.37,98.17,252,394,2025
2604,Product2604,Fashion,D,BrandY,6.62,168.12,432,265,2024
2605,Product2605,Sports,A,BrandX,170.13,117.82,473,434,2022
2606,Product2606,Fashion,E,BrandA,331.45,79.31,51,681,2020
2607,Product2607,Home,E,BrandA,454.42,271.53,24,724,2024
2608,Product2608,Sports,A,BrandY,121.13,93.89,46,792,2022
2609,Product2609,Electronics,E,BrandY,272.84,210.15,116,226,2018
2610,Product2610,Beauty,B,BrandY,271.31,105.47,27,375,2022
2611,Product2611,Fashion,C,BrandZ,437.72,131.7,95,261,2020
2612,Product2612,Electronics,B,BrandX,30.01,72.31,367,365,2019
2613,Product2613,Beauty,B,BrandY,215.12,226.19,435,766,2022
2614,Product2614,Electronics,B,BrandY,95.32,221.69,99,427,2020
2615,Product2615,Sports,A,BrandY,15.66,8.63,116,7,2019
2616,Product2616,Fashion,D,BrandA,77.78,19.94,276,929,2021
2617,Product2617,Home,A,BrandY,488.35,276.87,336,40,2023
2618,Product2618,Electronics,A,BrandX,111.35,266.87,95,877,2022
2619,Product2619,Fashion,B,BrandA,467.84,152.81,199,256,2022
2620,Product2620,Sports,D,BrandX,106.6,149.02,146,642,2018
2621,Product2621,Electronics,A,BrandA,465.99,244.1,392,563,2021
2622,Product2622,Sports,D,BrandA,329.04,43.26,155,101,2018
2623,Product2623,Home,B,BrandZ,61.04,196.8,270,218,2018
2624,Product2624,Home,A,BrandA,293.05,143.84,402,243,2020
2625,Product2625,Beauty,D,BrandA,162.66,223.51,321,844,2024
2626,Product2626,Beauty,E,BrandX,194.66,10.97,415,938,2025
2627,Product2627,Beauty,A,BrandX,222.88,178.63,276,302,2018
2628,Product2628,Sports,A,BrandY,214.24,167.91,326,369,2024
2629,Product2629,Beauty,A,BrandZ,333.73,252.57,256,850,2022
2630,Product2630,Fashion,D,BrandA,385.34,203.7,45,274,2018
2631,Product2631,Sports,C,BrandZ,167.94,264.29,1,69,2019
2632,Product2632,Sports,A,BrandY,462.56,266.41,147,46,2022
2633,Product2633,Beauty,E,BrandZ,469.54,123.63,295,116,2023
2634,Product2634,Beauty,E,BrandA,25.14,42.96,375,589,2020
2635,Product2635,Sports,B,BrandX,12.38,189.82,155,516,2018
2636,Product2636,Home,C,BrandZ,215.41,262.38,56,253,2019
2637,Product2637,Home,C,BrandA,297.37,24.34,400,831,2023
2638,Product2638,Beauty,D,BrandY,142.56,168.26,462,618,2024
2639,Product2639,Home,B,BrandA,133.41,36.27,226,755,2019
2640,Product2640,Fashion,D,BrandZ,340.78,10.04,7,172,2022
2641,Product2641,Fashion,B,BrandA,302.84,204.53,20,959,2018
2642,Product2642,Fashion,C,BrandA,87.74,205.19,159,428,2019
2643,Product2643,Sports,D,BrandZ,442.83,181.0,470,35,2018
2644,Product2644,Sports,B,BrandZ,341.59,258.05,340,904,2022
2645,Product2645,Sports,C,BrandY,184.48,26.1,79,406,2021
2646,Product2646,Sports,C,BrandA,343.39,33.37,409,415,2019
2647,Product2647,Sports,A,BrandX,60.76,259.63,366,988,2020
2648,Product2648,Beauty,D,BrandZ,236.79,151.98,1,684,2024
2649,Product2649,Home,A,BrandA,88.65,83.37,401,411,2018
2650,Product2650,Beauty,C,BrandX,25.51,221.97,336,487,2023
2651,Product2651,Home,D,BrandX,172.47,268.53,229,691,2022
2652,Product2652,Beauty,D,BrandA,79.61,207.5,213,778,2022
2653,Product2653,Fashion,E,BrandA,318.59,238.0,283,766,2023
2654,Product2654,Electronics,B,BrandA,338.66,86.18,248,914,2020
2655,Product2655,Sports,E,BrandX,78.6,88.06,119,831,2025
2656,Product2656,Electronics,E,BrandA,17.18,259.51,379,320,2021
2657,Product2657,Electronics,C,BrandZ,397.44,185.23,227,72,2018
2658,Product2658,Fashion,B,BrandX,6.02,71.78,24,568,2021
2659,Product2659,Electronics,E,BrandZ,175.24,158.2,190,577,2024
2660,Product2660,Electronics,E,BrandZ,249.82,206.39,308,643,2022
2661,Product2661,Fashion,D,BrandA,410.23,67.13,307,412,2019
2662,Product2662,Home,C,BrandZ,420.09,197.16,450,771,2021
2663,Product2663,Beauty,E,BrandA,363.85,14.56,57,123,2019
2664,Product2664,Electronics,B,BrandX,127.36,92.5,494,384,2020
2665,Product2665,Sports,A,BrandZ,361.49,202.84,311,603,2022
2666,Product2666,Fashion,A,BrandA,127.04,46.51,309,785,2019
2667,Product2667,Electronics,C,BrandY,111.23,68.22,89,652,2018
2668,Product2668,Home,A,BrandA,275.83,263.97,275,231,2025
2669,Product2669,Home,D,BrandY,341.03,202.95,109,581,2022
2670,Product2670,Sports,D,BrandA,31.26,150.68,141,432,2020
2671,Product2671,Electronics,B,BrandY,34.71,64.85,285,490,2018
2672,Product2672,Sports,C,BrandZ,393.16,103.74,480,686,2022
2673,Product2673,Home,C,BrandY,430.45,173.15,390,870,2021
2674,Product2674,Home,A,BrandZ,304.2,48.28,376,85,2024
2675,Product2675,Beauty,E,BrandZ,217.27,145.56,457,764,2023
2676,Product2676,Home,E,BrandA,423.43,123.87,244,29,2022
2677,Product2677,Fashion,E,BrandZ,365.76,144.05,385,666,2018
2678,Product2678,Beauty,B,BrandX,291.9,33.46,408,199,2019
2679,Product2679,Sports,C,BrandY,163.28,33.74,74,874,2024
2680,Product2680,Home,A,BrandA,103.01,289.31,355,155,2019
2681,Product2681,Fashion,B,BrandZ,212.24,293.85,262,756,2022
2682,Product2682,Beauty,D,BrandY,146.98,129.0,176,897,2022
2683,Product2683,Fashion,D,BrandY,172.93,237.12,404,531,2020
2684,Product2684,Beauty,D,BrandX,260.24,197.43,230,714,2021
2685,Product2685,Beauty,C,BrandY,88.7,36.84,76,845,2020
2686,Product2686,Beauty,D,BrandA,404.06,90.41,323,151,2023
2687,Product2687,Sports,E,BrandA,77.04,95.47,183,76,2020
2688,Product2688,Beauty,D,BrandZ,243.09,179.54,274,327,2019
2689,Product2689,Beauty,B,BrandZ,374.26,174.83,277,171,2025
2690,Product2690,Fashion,D,BrandA,245.09,277.21,227,404,2025
2691,Product2691,Beauty,E,BrandY,183.71,237.43,448,405,2019
2692,Product2692,Sports,D,BrandY,240.07,257.34,165,840,2018
2693,Product2693,Fashion,A,BrandX,425.09,267.59,275,761,2023
2694,Product2694,Beauty,E,BrandZ,495.26,240.78,217,697,2023
2695,Product2695,Fashion,C,BrandY,317.42,101.2,312,361,2020
2696,Product2696,Sports,D,BrandY,397.75,66.07,190,127,2025
2697,Product2697,Fashion,B,BrandZ,12.17,172.39,18,874,2024
2698,Product2698,Sports,D,BrandA,440.78,207.49,232,522,2018
2699,Product2699,Home,B,BrandY,477.25,117.2,414,335,2022
2700,Product2700,Beauty,A,BrandX,289.71,254.8,184,753,2018
2701,Product2701,Sports,C,BrandY,378.13,288.25,106,692,2019
2702,Product2702,Beauty,E,BrandY,258.81,171.68,243,264,2020
2703,Product2703,Sports,E,BrandX,146.67,138.06,426,194,2019
2704,Product2704,Electronics,C,BrandA,426.86,253.18,53,757,2022
2705,Product2705,Electronics,A,BrandX,300.43,9.23,226,99,2021
2706,Product2706,Electronics,A,BrandX,291.79,40.45,202,563,2024
2707,Product2707,Sports,D,BrandZ,331.27,254.01,86,370,2023
2708,Product2708,Beauty,A,BrandY,428.72,220.14,50,908,2020
2709,Product2709,Electronics,D,BrandA,367.29,126.01,383,896,2019
2710,Product2710,Beauty,B,BrandY,109.51,266.88,260,427,2025
2711,Product2711,Sports,C,BrandA,236.08,106.73,319,586,2021
2712,Product2712,Beauty,B,BrandX,490.25,190.89,195,919,2022
2713,Product2713,Beauty,B,BrandZ,279.51,191.03,369,132,2021
2714,Product2714,Electronics,B,BrandX,469.43,56.93,248,255,2019
2715,Product2715,Fashion,B,BrandY,407.62,86.89,56,449,2019
2716,Product2716,Home,E,BrandZ,334.68,274.97,177,720,2022
2717,Product2717,Sports,A,BrandZ,177.94,56.66,476,976,2022
2718,Product2718,Sports,C,BrandY,155.64,53.73,150,403,2021
2719,Product2719,Sports,C,BrandA,323.49,144.93,396,959,2021
2720,Product2720,Home,B,BrandZ,219.12,29.47,433,654,2023
2721,Product2721,Fashion,C,BrandA,400.38,268.6,13,579,2023
2722,Product2722,Beauty,D,BrandA,381.43,31.84,361,53,2019
2723,Product2723,Sports,C,BrandA,159.5,185.73,289,778,2022
2724,Product2724,Beauty,B,BrandZ,352.85,103.25,431,406,2018
2725,Product2725,Electronics,C,BrandX,249.8,241.67,64,384,2022
2726,Product2726,Electronics,A,BrandZ,165.03,177.76,339,937,2020
2727,Product2727,Electronics,B,BrandX,209.42,117.72,105,241,2020
2728,Product2728,Sports,E,BrandZ,448.2,295.19,401,46,2022
2729,Product2729,Home,A,BrandX,182.96,21.74,239,114,2021
2730,Product2730,Sports,C,BrandX,147.26,174.18,34,707,2020
2731,Product2731,Electronics,E,BrandZ,179.14,296.89,324,805,2025
2732,Product2732,Electronics,A,BrandA,111.24,207.9,39,129,2024
2733,Product2733,Sports,D,BrandA,274.59,222.45,456,556,2023
2734,Product2734,Home,A,BrandX,77.98,11.56,225,154,2019
2735,Product2735,Home,E,BrandY,409.63,8.37,129,993,2019
2736,Product2736,Beauty,D,BrandY,116.66,12.76,133,972,2025
2737,Product2737,Fashion,C,BrandZ,301.04,297.53,480,494,2024
2738,Product2738,Electronics,B,BrandZ,66.89,293.9,40,828,2024
2739,Product2739,Home,C,BrandZ,489.33,101.68,319,81,2025
2740,Product2740,Electronics,B,BrandY,230.01,88.71,385,778,2019
2741,Product2741,Fashion,B,BrandA,411.97,45.5,419,964,2025
2742,Product2742,Electronics,E,BrandZ,385.48,100.08,470,668,2023
2743,Product2743,Home,D,BrandZ,358.28,112.3,221,24,2022
2744,Product2744,Beauty,D,BrandA,414.55,224.99,401,333,2020
2745,Product2745,Sports,A,BrandX,54.73,260.16,94,181,2021
2746,Product2746,Sports,C,BrandZ,340.86,224.53,99,431,2025
2747,Product2747,Home,E,BrandY,136.58,194.65,60,173,2023
2748,Product2748,Home,C,BrandY,394.01,230.24,129,808,2025
2749,Product2749,Fashion,A,BrandZ,478.65,222.07,132,997,2023
2750,Product2750,Electronics,A,BrandY,451.24,143.77,393,40,2019
2751,Product2751,Fashion,E,BrandA,61.9,102.08,301,444,2024
2752,Product2752,Sports,A,BrandX,187.93,86.27,416,868,2023
2753,Product2753,Electronics,E,BrandX,185.34,204.45,69,394,2023
